"occurrenceID","basisofRecord","organismScope","catalogNumber","otherCatalogNumbers","eventID","scientificName","taxonRank","identifiedBy","identificationQualifier","identificationRemarks","organismRemarks","individualCount","institutionID","associatedMedia","lifestage","sex","preparations","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","supergenus","genus","subgenus","species","subspecies","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geoReferenceProtocol","year","month","day","maximumDepthInMeters","minimumDepthInMeters","recordedBy","samplingProtocol","habitatGeomorphologicalZone","habitatSubstrate","habitatBiotic","eventTime","verbatimCoordinates","eventMedia"
"BKON-1257",NA,"organism",NA,NA,"KANI027A","Calcarea","Class","Paulay, Gustav",NA,NA,"odd",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1258",NA,"organism",NA,NA,"KANI027A","Pilumnus","Genus","Paulay, Gustav",NA,NA,"clean",1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1259",NA,"organism",NA,NA,"KANI027A","Pycnogonida","Class","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1260",NA,"organism",NA,NA,"KANI027A","Pygmaeopagurus hadrochirus","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1261",NA,"organism",NA,NA,"KANI037","Vexillum interruptum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","hand","reef flat",NA,NA,NA,NA,NA
"BKON-1262",NA,"organism",NA,NA,"KANI027A","Pycnogonida","Class","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1263",NA,"organism",NA,NA,"KANI027A","Ophiocoma","Genus","Paulay, Gustav",NA,NA,"red, juv.",1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1264",NA,"organism",NA,NA,"KANI027A","Gyrineum pusillum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1265",NA,"organism",NA,NA,"KANI027A","Euchelus gemattus","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1266",NA,"organism",NA,NA,"KANI027A","Vexillum tusum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1267",NA,"organism",NA,NA,"KANI027A","Williamia radiata","Species","Paulay, Gustav",NA,NA,"some? (young)",1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1268",NA,"organism",NA,NA,"KANI027A","Vexillum rubrum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1269",NA,"organism",NA,NA,"KANI027A","Mitrella","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1270",NA,"organism",NA,NA,"KANI027A","Drupa ochrostoma","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1271",NA,"organism",NA,NA,"KANI027A","Caducifer nebulosa","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1272",NA,"organism",NA,NA,"KANI027A","Mastonia cingulifera","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1273",NA,"organism",NA,NA,"KANI027A","Iniforis ordinata","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1274",NA,"organism",NA,NA,"KANI027A","Viriola fallax","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1275",NA,"organism",NA,NA,"KANI027A","Kermia daedalea","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1276",NA,"organism",NA,NA,"KANI037","Prodotia iostoma","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","hand","reef flat",NA,NA,NA,NA,NA
"BKON-1277",NA,"organism",NA,NA,"KANI027A","Marianina rosea","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1278",NA,"organism",NA,NA,"KANI027A","Aldisa pikokai","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1279",NA,"organism",NA,NA,"KANI001","Caloria CP sp. 3","Genus","Paulay, Gustav",NA,NA,NA,7,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island",21.4356,-157.7893,100,"GPS",2017,5,21,1,0,"IZ team","snorkel","sand flat, fringing reef",NA,NA,NA,NA,NA
"BKON-1280",NA,"organism",NA,NA,"KANI027A","Ophiactis","Genus","Paulay, Gustav",NA,NA,"station uncertain",1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1281",NA,"organism",NA,NA,"KANI030A","Litharium oceanida complex","Species","Paulay, Gustav","complex",NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outer reef beyone Kapapa Island",21.4797,-157.7858,100,"GPS",2017,5,26,16,11,"IZ team","rubble sample","hard ground reef","in rubble",NA,NA,NA,NA
"BKON-1282",NA,"organism",NA,NA,"KANI030A","Caducifer nebulosa","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outer reef beyone Kapapa Island",21.4797,-157.7858,100,"GPS",2017,5,26,16,11,"IZ team","rubble sample","hard ground reef","in rubble",NA,NA,NA,NA
"BKON-1283",NA,"organism",NA,NA,"KANI030A","Trivia hordacea","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outer reef beyone Kapapa Island",21.4797,-157.7858,100,"GPS",2017,5,26,16,11,"IZ team","rubble sample","hard ground reef","in rubble",NA,NA,NA,NA
"BKON-1284",NA,"organism",NA,NA,"KANI030A","Vexillum piceum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outer reef beyone Kapapa Island",21.4797,-157.7858,100,"GPS",2017,5,26,16,11,"IZ team","rubble sample","hard ground reef","in rubble",NA,NA,NA,NA
"BKON-1285",NA,"organism",NA,NA,"KANI030A","Vexilla?","Genus","Paulay, Gustav","?",NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"outer reef beyone Kapapa Island",21.4797,-157.7858,100,"GPS",2017,5,26,16,11,"IZ team","rubble sample","hard ground reef","in rubble",NA,NA,NA,NA
"BKON-1286",NA,"organism",NA,NA,"KANI038","Muricodrupa funiculus","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patch Reef 29",21.47,-157.82,100,"GPS",2017,5,27,2,1,"IZ team","hand","patch reef",NA,NA,NA,NA,NA
"BKON-1287",NA,"organism",NA,NA,"KANI027A","Vexillum tusum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1288",NA,"organism",NA,NA,"KANI027A","Tricolia variabilis","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1289",NA,"organism",NA,NA,"KANI027A","Ctena transversa?","Species","Paulay, Gustav","?",NA,"juv.",1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1290",NA,"organism",NA,NA,"KANI027A","Mitra luctuosa","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1291",NA,"organism",NA,NA,"KANI001","Dendrodoris fumata","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island",21.4356,-157.7893,100,"GPS",2017,5,21,1,0,"IZ team","snorkel","sand flat, fringing reef",NA,NA,NA,NA,NA
"BKON-1292",NA,"organism",NA,NA,"KANI037A","Mitrella margarita","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1293",NA,"organism",NA,NA,"KANI027A","Seminella virginia","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1294",NA,"organism",NA,NA,"KANI037A","Cytharomorula levevreiana","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1295",NA,"organism",NA,NA,"KANI037A","Euplica ionida","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1296",NA,"organism",NA,NA,"KANI037A","Caducifer decapitata","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1297",NA,"organism",NA,NA,"KANI037A","Vexillum","Genus","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1298",NA,"organism",NA,NA,"KANI037A","Iniforis armulans","Species","Paulay, Gustav",NA,NA,NA,7,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1299",NA,"organism",NA,NA,"KANI037A","Fragum mundum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1300",NA,"organism",NA,NA,"KANI037A","Gibbula marmorea","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1301",NA,"organism",NA,NA,"KANI037A","Pinaxia versicolor","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1302",NA,"organism",NA,NA,"KANI037A","Atys semistriata","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1303",NA,"organism",NA,NA,"KANI037A","Vexillum tusum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1304",NA,"organism",NA,NA,"KANI037A","Cerithium nesioticum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1305",NA,"organism",NA,NA,"KANI037A","Cerithium placidum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1306",NA,"organism",NA,NA,"KANI037A","Morula funiculata","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1307",NA,"organism",NA,NA,"KANI037A","Vexillum aureolatum","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1308",NA,"organism",NA,NA,"KANI037A","Caducifer nebulosa","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1309",NA,"organism",NA,NA,"KANI037A","Prodotia iostoma","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1310",NA,"organism",NA,NA,"KANI037A","Mitra assimilis","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE of Kapapa Island",21.4902,-157.7893,100,"GPS",2017,5,27,19,16,"IZ team","rubble sample","reef flat",NA,NA,NA,NA,NA
"BKON-1311",NA,"organism",NA,NA,"KANI042","Siphonaria","Genus","Paulay, Gustav",NA,NA,NA,3,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1312",NA,"organism",NA,NA,"KANI042","Diodora ruppellii","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1313",NA,"organism",NA,NA,"KANI042","Hypselodoris infucata","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1314",NA,"organism",NA,NA,"KANI042","Caloria CP sp. 3","Genus","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1315",NA,"organism",NA,NA,"KANI042","Acotylea","Suborder","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1316",NA,"organism",NA,NA,"KANI042","Acotylea","Suborder","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1317",NA,"organism",NA,NA,"KANI032A","Barbatia nuttingi","Species","Paulay, Gustav",NA,NA,NA,2,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKON-1318",NA,"organism",NA,NA,"KANI032A","Gibbula adansonii","Species","Paulay, Gustav",NA,NA,NA,1,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKON-1319",NA,"organism",NA,NA,"KANI042","Ascidiacea","Class","Paulay, Gustav",NA,NA,"colonial",2,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1320",NA,"organism",NA,NA,"KANI042","Scyllidae","Family","Paulay, Gustav",NA,NA,NA,2,"FLMNH","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconut Island, mammal pens",21.4324,-157.7908,100,"GPS",2017,5,28,4,0,"IZ team",NA,"fouling community",NA,NA,NA,NA,NA
"BKON-1321",NA,"organism",NA,NA,"KANI027A","Septifer cumingi","Species","Paulay, Gustav",NA,NA,NA,3,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1322",NA,"organism",NA,NA,"KANI027A","Lithophaga","Genus","Paulay, Gustav",NA,NA,NA,6,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1323",NA,"organism",NA,NA,"KANI027A","Hiatella","Genus","Paulay, Gustav",NA,NA,NA,7,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
"BKON-1324",NA,"organism",NA,NA,"KANI027A","Sphaeromatidae","Family","Paulay, Gustav",NA,NA,NA,1,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N of Kekepa",21.4768,-157.7757,100,"GPS",2017,5,26,18,15,"IZ team","rubble sample","reef slope","in rubble",NA,NA,NA,NA
